flight_id,date_id,flight_number,route_id,origin_airport,destination_airport,aircraft_id,captain_id,first_officer_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason_id,cancelled,cancellation_reason_id,diverted,distance_miles,scheduled_block_minutes,taxi_out_minutes,taxi_in_minutes,aircraft_capacity,seats_sold,load_factor,base_fare_avg_usd
47914,20241109,DL4400,54,CVG,DTW,148,224,175,2024-11-09 20:05:00,2024-11-09 20:59:44.839787,2024-11-09 20:00:00,2024-11-09 20:44:59.602701,-5,-14.8,0,False,,False,229,54.7,14.7,10.2,76,72,0.947,86.88
47915,20241109,DL2049,336,SLC,ATL,111,365,636,2024-11-09 18:10:00,2024-11-09 22:06:20.846687,2024-11-09 21:11:41.715862,2024-11-10 01:15:19.184331,181.7,189.0,3,False,,False,1587,236.3,21.2,8.1,178,164,0.921,240.6
47916,20241109,DL3898,348,SLC,IAH,88,183,66,2024-11-09 11:20:00,2024-11-09 14:20:24.557889,2024-11-09 11:25:44.338878,2024-11-09 14:22:06.668158,5.7,1.7,0,False,,False,1195,180.4,15.2,9.3,160,130,0.812,209.57
47917,20241109,DL3592,366,TPA,DTW,59,494,340,2024-11-09 20:20:00,2024-11-09 23:00:28.186042,2024-11-09 20:25:06.405754,2024-11-09 23:06:59.351084,5.1,6.5,0,False,,False,985,160.5,18.6,13.4,150,125,0.833,181.46
47918,20241109,DL2224,40,BOS,JFK,54,683,177,2024-11-09 06:00:00,2024-11-09 06:53:36.251552,2024-11-09 05:59:34.869721,2024-11-09 06:44:28.057465,-0.4,-9.1,0,False,,False,186,53.6,21.4,7.9,150,103,0.687,72.15
47919,20241109,DL2625,17,ATL,MCO,37,595,550,2024-11-09 17:55:00,2024-11-09 19:09:14.088646,2024-11-09 17:52:39.816908,2024-11-09 19:14:16.896976,-2.3,5.0,0,False,,False,404,74.2,13.6,8.0,126,107,0.849,109.86
47920,20241109,DL2309,140,JFK,ATL,103,754,180,2024-11-09 11:15:00,2024-11-09 13:26:49.530796,2024-11-09 11:14:28.200948,2024-11-09 13:24:53.230862,-0.5,-1.9,0,False,,False,759,131.8,22.4,10.4,178,139,0.781,153.6
47921,20241109,DL2626,17,ATL,MCO,166,725,66,2024-11-09 21:20:00,2024-11-09 22:39:10.190879,2024-11-09 21:20:01.106249,2024-11-09 22:41:18.422427,0.0,2.1,0,False,,False,404,79.2,12.5,14.0,76,54,0.711,110.98
47922,20241109,DL2737,132,IAD,SLC,76,520,51,2024-11-09 20:50:00,2024-11-10 01:15:38.589525,2024-11-09 20:45:00,2024-11-10 01:03:21.552809,-5,-12.3,0,False,,False,1823,265.6,18.8,9.0,192,136,0.708,291.74
47923,20241109,DL3792,183,LAX,DFW,100,489,752,2024-11-09 18:20:00,2024-11-09 21:22:35.658795,2024-11-09 18:18:35.440880,2024-11-09 21:19:08.363392,-1.4,-3.5,0,False,,False,1232,182.6,15.1,6.8,160,132,0.825,224.18
47924,20241109,DL1838,108,DTW,SEA,128,684,64,2024-11-09 19:10:00,2024-11-09 23:53:23.706610,2024-11-09 19:09:40.801569,2024-11-09 23:47:46.021986,-0.3,-5.6,0,False,,False,1922,283.4,19.9,12.8,211,195,0.924,299.46
47925,20241109,DL4450,235,MSP,DEN,42,738,285,2024-11-09 14:50:00,2024-11-09 16:50:55.812707,2024-11-09 15:27:06.586026,2024-11-09 17:31:52.180532,37.1,40.9,3,False,,False,679,120.9,24.3,8.0,126,96,0.762,149.06
47926,20241109,DL4493,46,CLT,ATL,141,474,733,2024-11-09 21:50:00,2024-11-09 22:46:16.925982,2024-11-09 21:50:12.558554,2024-11-09 22:55:37.249354,0.2,9.3,0,False,,False,226,56.3,13.9,12.9,76,55,0.724,84.7
47927,20241109,DL2988,272,PHL,ATL,16,183,607,2024-11-09 14:35:00,2024-11-09 16:35:44.907357,2024-11-09 14:30:00,2024-11-09 16:20:44.907357,-5,-15,0,False,,False,666,120.7,19.0,14.8,130,101,0.777,128.4
47928,20241109,DL4092,38,BOS,DCA,10,637,808,2024-11-09 19:20:00,2024-11-09 20:36:52.930377,2024-11-09 19:18:39.777855,2024-11-09 20:30:00.312253,-1.3,-6.9,0,False,,False,399,76.9,13.0,11.9,109,91,0.835,104.35
47929,20241109,DL3286,329,SFO,ATL,131,143,844,2024-11-09 09:25:00,2024-11-09 14:38:31.088302,2024-11-09 09:43:15.286984,2024-11-09 15:00:51.932419,18.3,22.3,3,False,,False,2134,313.5,24.8,10.4,211,175,0.829,313.63
47930,20241109,DL2103,358,SLC,PHL,110,438,810,2024-11-09 20:55:00,2024-11-10 01:32:09.917950,2024-11-09 20:52:56.620603,2024-11-10 01:17:22.027825,-2.1,-14.8,0,False,,False,1922,277.2,16.1,10.4,178,127,0.713,292.7
47931,20241109,DL3960,259,ORD,DTW,2,490,643,2024-11-09 12:00:00,2024-11-09 13:04:16.946428,2024-11-09 11:55:00,2024-11-09 12:56:24.926762,-5,-7.9,0,False,,False,234,64.3,22.9,10.8,109,107,0.982,77.59
47932,20241109,DL3747,276,PHL,MSP,104,162,380,2024-11-09 17:10:00,2024-11-09 19:36:39.140832,2024-11-09 17:47:09.997615,2024-11-09 20:16:05.157925,37.2,39.4,5,False,,False,978,146.7,13.2,5.8,178,153,0.86,170.47
47933,20241109,DL2050,336,SLC,ATL,47,757,729,2024-11-09 09:40:00,2024-11-09 13:31:22.925010,2024-11-09 09:44:30.842062,2024-11-09 13:35:50.157924,4.5,4.5,0,False,,False,1587,231.4,17.1,7.2,150,136,0.907,221.01
47934,20241109,DL3889,279,PHX,ATL,52,257,708,2024-11-09 21:50:00,2024-11-10 01:43:41.254861,2024-11-09 21:58:53.907495,2024-11-10 01:39:15.770099,8.9,-4.4,5,False,,False,1584,233.7,15.0,12.1,150,112,0.747,242.06
47935,20241109,DL4334,15,ATL,LAX,116,349,413,2024-11-09 09:05:00,2024-11-09 13:48:46.881945,2024-11-09 09:00:08.782423,2024-11-09 13:42:31.509630,-4.9,-6.3,0,False,,False,1942,283.8,15.4,15.1,180,150,0.833,271.63
47936,20241109,DL1575,131,IAD,SEA,65,702,844,2024-11-09 12:20:00,2024-11-09 17:51:48.725904,2024-11-09 12:16:06.175140,2024-11-09 17:50:47.583797,-3.9,-1.0,0,False,,False,2300,331.8,21.0,10.8,192,168,0.875,293.61
47937,20241109,DL1684,331,SFO,JFK,125,11,666,2024-11-09 16:35:00,2024-11-09 22:37:02.082733,2024-11-09 16:38:30.803790,2024-11-09 22:49:18.588059,3.5,12.3,0,False,,False,2580,362.0,16.8,8.7,211,146,0.692,382.61
47938,20241109,DL1529,204,LAX,TPA,66,842,378,2024-11-09 06:35:00,2024-11-09 11:41:22.264434,2024-11-09 06:37:48.911259,2024-11-09 11:42:37.154136,2.8,1.2,0,False,,False,2154,306.4,16.9,8.5,192,163,0.849,342.93
47939,20241109,DL1872,221,MIA,ATL,58,174,607,2024-11-09 18:10:00,2024-11-09 19:53:58.513022,2024-11-09 18:17:19.374855,2024-11-09 20:19:03.362293,7.3,25.1,1,False,,False,596,104.0,17.4,8.8,150,141,0.94,133.01
47940,20241109,DL2070,101,DTW,MSP,24,744,592,2024-11-09 12:20:00,2024-11-09 13:57:33.185746,2024-11-09 12:30:58.484627,2024-11-09 14:10:45.841246,11.0,13.2,1,False,,False,527,97.6,18.6,10.2,130,107,0.823,114.25
47941,20241109,DL4206,83,DTW,ATL,163,543,378,2024-11-09 20:05:00,2024-11-09 21:46:55.324292,2024-11-09 20:14:51.139144,2024-11-09 22:03:25.085830,9.9,16.5,2,False,,False,595,101.9,16.4,7.9,76,58,0.763,116.84
47942,20241109,DL1654,230,MSP,AUS,107,834,313,2024-11-09 16:10:00,2024-11-09 18:51:06.521276,2024-11-09 16:14:25.609484,2024-11-09 19:00:44.922960,4.4,9.6,0,False,,False,1043,161.1,18.0,7.1,178,113,0.635,182.97
47943,20241109,DL3807,12,ATL,IAH,2,428,297,2024-11-09 16:00:00,2024-11-09 18:02:51.421799,2024-11-09 16:39:30.342642,2024-11-09 18:53:03.328180,39.5,50.2,5,False,,False,688,122.9,23.6,9.6,109,89,0.817,145.06
47944,20241109,DL3674,94,DTW,IAH,50,392,97,2024-11-09 19:25:00,2024-11-09 22:17:37.089812,2024-11-09 20:04:39.365721,2024-11-09 22:55:41.216591,39.7,38.1,1,False,,False,1075,172.6,18.7,13.7,150,122,0.813,173.01
47945,20241109,DL3746,280,PHX,DTW,103,585,415,2024-11-09 08:40:00,2024-11-09 12:45:49.732711,2024-11-09 08:37:25.704858,2024-11-09 12:42:28.735372,-2.6,-3.3,0,False,,False,1668,245.8,17.2,11.1,178,126,0.708,228.49
47946,20241109,DL2688,326,SEA,SFO,160,381,666,2024-11-09 20:55:00,2024-11-09 23:00:11.335138,2024-11-09 20:56:52.314120,2024-11-09 23:05:48.905194,1.9,5.6,0,False,,False,679,125.2,27.6,9.1,76,59,0.776,127.0
47947,20241109,DL1984,178,LAX,BOS,123,580,197,2024-11-09 21:55:00,2024-11-10 04:02:01.675153,2024-11-09 21:56:06.468219,2024-11-10 04:10:40.633240,1.1,8.6,0,False,,False,2605,367.0,20.0,7.2,180,126,0.7,329.74
47948,20241109,DL4002,303,SEA,CLT,68,631,550,2024-11-09 17:40:00,2024-11-09 23:11:12.812303,2024-11-09 17:41:15.020332,2024-11-09 23:03:38.114907,1.3,-7.6,0,False,,False,2274,331.2,21.4,13.2,192,179,0.932,325.75
47949,20241109,DL4519,53,CVG,ATL,162,374,431,2024-11-09 18:25:00,2024-11-09 19:34:35.186639,2024-11-09 18:22:36.658314,2024-11-09 19:19:36.908888,-2.4,-15.0,0,False,,False,374,69.6,10.6,10.2,76,64,0.842,108.51
47950,20241109,DL1735,182,LAX,DEN,63,356,166,2024-11-09 13:30:00,2024-11-09 15:53:26.351342,2024-11-09 13:25:00,2024-11-09 15:59:00.065290,-5,5.6,0,False,,False,861,143.4,21.5,9.6,150,123,0.82,166.09
47951,20241109,DL2176,60,DCA,ATL,49,543,380,2024-11-09 14:10:00,2024-11-09 15:52:46.133033,2024-11-09 14:50:28.323053,2024-11-09 16:22:08.011528,40.5,29.4,2,False,,False,547,102.8,17.8,13.6,150,116,0.773,113.58
47952,20241109,DL3781,125,HNL,SLC,122,365,513,2024-11-09 19:55:00,2024-11-10 02:57:24.238721,2024-11-09 19:55:52.748050,2024-11-10 02:43:56.258870,0.9,-13.5,0,False,,False,2991,422.4,19.9,12.4,180,146,0.811,452.58
47953,20241109,DL1560,32,AUS,JFK,44,494,586,2024-11-09 09:45:00,2024-11-09 13:29:11.413243,2024-11-09 09:40:00,2024-11-09 13:22:49.333725,-5,-6.4,0,False,,False,1519,224.2,15.4,10.6,150,117,0.78,229.77
47954,20241109,DL4335,15,ATL,LAX,123,195,180,2024-11-09 06:50:00,2024-11-09 11:37:00.115724,2024-11-09 06:55:20.032911,2024-11-09 11:37:24.836430,5.3,0.4,0,False,,False,1942,287.0,23.1,10.6,180,148,0.822,255.68
47955,20241109,DL1788,243,MSP,LAS,22,392,231,2024-11-09 20:55:00,2024-11-10 00:08:39.402018,2024-11-09 21:09:25.779568,2024-11-10 00:23:22.625395,14.4,14.7,3,False,,False,1297,193.7,16.8,7.7,130,114,0.877,200.83
47956,20241109,DL3962,250,MSP,PHL,71,630,332,2024-11-09 06:30:00,2024-11-09 08:57:42.693372,2024-11-09 06:31:29.832776,2024-11-09 08:56:37.593545,1.5,-1.1,0,False,,False,978,147.7,13.0,7.2,192,131,0.682,158.99
47957,20241109,DL3563,302,SEA,BOS,75,580,752,2024-11-09 21:40:00,2024-11-10 03:32:45.284863,2024-11-09 21:36:18.582767,2024-11-10 03:44:43.800893,-3.7,12.0,0,False,,False,2489,352.8,19.7,8.4,192,175,0.911,369.93
47958,20241109,DL3593,366,TPA,DTW,89,494,592,2024-11-09 17:45:00,2024-11-09 20:28:06.520950,2024-11-09 17:41:14.665264,2024-11-09 20:36:29.089287,-3.8,8.4,0,False,,False,985,163.1,22.8,11.8,160,145,0.906,191.49
47959,20241109,DL3946,102,DTW,ORD,153,489,433,2024-11-09 17:35:00,2024-11-09 18:31:52.734106,,,,,0,True,1,False,234,56.9,13.2,13.2,76,0,,84.79
47960,20241109,DL3890,279,PHX,ATL,47,34,729,2024-11-09 07:05:00,2024-11-09 11:00:37.454522,2024-11-09 07:00:54.726834,2024-11-09 10:54:57.522995,-4.1,-5.7,0,False,,False,1584,235.6,19.3,9.7,150,116,0.773,259.44
47961,20241109,DL4164,109,DTW,SFO,115,32,655,2024-11-09 07:40:00,2024-11-09 12:39:48.625134,2024-11-09 07:41:55.965807,2024-11-09 12:41:10.589451,1.9,1.4,0,False,,False,2074,299.8,16.2,13.1,180,147,0.817,306.74
47962,20241109,DL1578,82,DFW,SLC,98,731,393,2024-11-09 16:55:00,2024-11-09 19:28:47.408580,2024-11-09 17:28:32.193796,2024-11-09 19:59:18.218132,33.5,30.5,3,False,,False,988,153.8,18.4,6.5,160,127,0.794,168.88
47963,20241109,DL2222,363,SLC,SFO,3,11,84,2024-11-09 19:00:00,2024-11-09 20:38:56.505061,2024-11-09 18:57:42.176002,2024-11-09 20:31:34.279298,-2.3,-7.4,0,False,,False,598,98.9,12.3,8.6,109,94,0.862,137.45
47964,20241109,DL3575,255,MSP,SFO,112,453,660,2024-11-09 14:55:00,2024-11-09 18:56:32.092033,2024-11-09 14:53:39.289832,2024-11-09 18:41:32.092033,-1.3,-15,0,False,,False,1586,241.5,26.6,8.0,178,145,0.815,238.25
47965,20241109,DL3500,63,DCA,JFK,148,818,607,2024-11-09 21:25:00,2024-11-09 22:24:47.502078,2024-11-09 21:23:16.117168,2024-11-09 22:21:49.044641,-1.7,-3.0,0,False,,False,213,59.8,18.3,13.7,76,58,0.763,81.09
47966,20241109,DL4093,38,BOS,DCA,45,257,525,2024-11-09 06:55:00,2024-11-09 08:23:17.161381,2024-11-09 06:56:03.601512,2024-11-09 08:25:20.789570,1.1,2.1,0,False,,False,399,88.3,25.5,10.8,150,106,0.707,92.92
47967,20241109,DL2761,118,FLL,SLC,109,697,844,2024-11-09 07:30:00,2024-11-09 12:26:14.533363,2024-11-09 07:31:27.955220,2024-11-09 12:21:34.336313,1.5,-4.7,0,False,,False,2081,296.2,14.5,10.3,178,131,0.736,300.48
47968,20241109,DL2227,139,IAH,SLC,67,697,733,2024-11-09 19:55:00,2024-11-09 22:55:36.395051,2024-11-09 20:39:19.201589,2024-11-09 23:37:10.725384,44.3,41.6,2,False,,False,1195,180.6,13.8,11.0,192,166,0.865,195.41
47969,20241109,DL1592,207,LGA,DTW,48,143,177,2024-11-09 14:50:00,2024-11-09 16:20:28.265070,2024-11-09 14:51:16.291594,2024-11-09 16:22:18.605614,1.3,1.8,0,False,,False,500,90.5,15.9,9.3,150,131,0.873,105.24
47970,20241109,DL2138,327,SEA,SLC,151,407,352,2024-11-09 18:00:00,2024-11-09 19:50:58.305245,2024-11-09 17:58:28.445507,2024-11-09 20:00:44.776238,-1.5,9.8,0,False,,False,688,111.0,13.2,8.0,76,63,0.829,131.35
47971,20241109,DL2491,99,DTW,MCO,21,257,607,2024-11-09 09:05:00,2024-11-09 11:46:28.014905,2024-11-09 10:23:41.407318,2024-11-09 13:18:19.608912,78.7,91.9,1,False,,False,959,161.5,21.4,15.0,130,98,0.754,160.57
47972,20241109,DL1944,290,RDU,MSP,54,834,766,2024-11-09 08:05:00,2024-11-09 10:36:13.446617,2024-11-09 08:00:00,2024-11-09 10:38:21.247162,-5,2.1,0,False,,False,980,151.2,14.2,9.2,150,115,0.767,183.21
47973,20241109,DL2382,65,DCA,MSP,54,34,66,2024-11-09 16:00:00,2024-11-09 18:34:38.509901,2024-11-09 16:01:14.850902,2024-11-09 18:37:09.887466,1.2,2.5,0,False,,False,929,154.6,18.0,15.5,150,127,0.847,170.23
47974,20241109,DL3564,302,SEA,BOS,104,453,60,2024-11-09 21:10:00,2024-11-10 03:03:04.836056,2024-11-09 21:29:59.991608,2024-11-10 03:40:57.072927,20.0,37.9,1,False,,False,2489,353.1,16.4,12.0,178,146,0.82,383.61
47975,20241109,DL2371,194,LAX,MSP,113,369,288,2024-11-09 09:30:00,2024-11-09 13:17:18.024600,2024-11-09 09:28:58.403749,2024-11-09 13:22:57.448353,-1.0,5.7,0,False,,False,1533,227.3,13.5,13.8,178,139,0.781,250.36
47976,20241110,DL3759,234,MSP,DCA,19,683,51,2024-11-10 20:30:00,2024-11-10 22:56:49.734308,2024-11-10 20:43:47.452859,2024-11-10 23:02:02.566083,13.8,5.2,5,False,,False,929,146.8,16.5,9.2,130,118,0.908,162.75
47977,20241110,DL4290,47,CLT,DTW,64,490,281,2024-11-10 17:00:00,2024-11-10 18:34:41.752714,2024-11-10 16:59:56.720574,2024-11-10 18:47:50.280370,-0.1,13.1,0,False,,False,501,94.7,18.6,10.8,150,136,0.907,107.12
47978,20241110,DL1579,82,DFW,SLC,53,757,378,2024-11-10 07:55:00,2024-11-10 10:27:39.164943,2024-11-10 07:50:00,2024-11-10 10:18:17.503300,-5,-9.4,0,False,,False,988,152.7,15.4,8.4,150,134,0.893,169.23
47979,20241110,DL2245,128,IAD,JFK,150,242,656,2024-11-10 17:30:00,2024-11-10 18:19:52.045998,2024-11-10 17:32:34.670018,2024-11-10 18:24:02.656733,2.6,4.2,0,False,,False,227,49.9,14.1,6.2,76,64,0.842,85.37
47980,20241110,DL3438,134,IAH,DTW,111,848,525,2024-11-10 20:50:00,2024-11-10 23:41:01.879117,2024-11-10 20:49:31.319503,2024-11-10 23:39:42.652034,-0.5,-1.3,0,False,,False,1075,171.0,17.9,13.0,178,139,0.781,172.09
47981,20241110,DL2229,105,DTW,PHX,23,32,170,2024-11-10 06:30:00,2024-11-10 10:35:52.554690,2024-11-10 06:58:03.876068,2024-11-10 10:49:56.991942,28.1,14.1,2,False,,False,1668,245.9,19.2,9.1,130,108,0.831,271.84
47982,20241110,DL4498,340,SLC,CVG,15,143,343,2024-11-10 13:10:00,2024-11-10 16:49:04.969651,2024-11-10 13:14:00.800724,2024-11-10 16:40:54.708578,4.0,-8.2,0,False,,False,1446,219.1,22.4,8.1,130,105,0.808,207.06
47983,20241110,DL2177,60,DCA,ATL,158,818,666,2024-11-10 08:35:00,2024-11-10 10:17:55.412279,2024-11-10 08:32:41.626326,2024-11-10 10:26:30.868818,-2.3,8.6,0,False,,False,547,102.9,21.4,10.2,76,67,0.882,115.28
47984,20241110,DL4207,83,DTW,ATL,22,374,22,2024-11-10 16:50:00,2024-11-10 18:32:53.344562,2024-11-10 16:51:11.239017,2024-11-10 18:49:41.753242,1.2,16.8,0,False,,False,595,102.9,15.7,9.6,130,115,0.885,127.3
47985,20241110,DL1610,215,MCO,DTW,44,520,708,2024-11-10 20:40:00,2024-11-10 23:06:23.280245,2024-11-10 20:38:31.401430,2024-11-10 23:04:03.028538,-1.5,-2.3,0,False,,False,959,146.4,13.5,7.8,150,110,0.733,168.37
47986,20241110,DL3563,368,TPA,LAX,119,439,340,2024-11-10 09:00:00,2024-11-10 14:08:52.367343,2024-11-10 09:39:56.750101,2024-11-10 14:51:03.612690,39.9,42.2,2,False,,False,2154,308.9,19.3,8.6,180,169,0.939,343.1
47987,20241110,DL2747,174,LAS,SEA,87,588,656,2024-11-10 09:50:00,2024-11-10 12:14:02.167140,2024-11-10 09:48:44.812561,2024-11-10 12:06:05.963767,-1.3,-7.9,0,False,,False,867,144.0,20.8,10.1,160,127,0.794,168.97
47988,20241110,DL3525,34,AUS,MSP,12,381,579,2024-11-10 06:25:00,2024-11-10 09:14:06.965743,2024-11-10 07:46:34.838994,2024-11-10 10:34:27.442361,81.6,80.3,3,False,,False,1043,169.1,21.2,11.9,130,111,0.854,186.47
47989,20241110,DL4492,252,MSP,RDU,110,230,652,2024-11-10 16:25:00,2024-11-10 19:06:11.284928,2024-11-10 16:20:00,2024-11-10 18:57:06.215591,-5,-9.1,0,False,,False,980,161.2,21.4,12.0,178,170,0.955,175.52
47990,20241110,DL3567,80,DFW,MSP,88,256,170,2024-11-10 12:25:00,2024-11-10 14:45:02.206858,2024-11-10 12:21:14.448116,2024-11-10 14:39:59.758586,-3.8,-5.0,0,False,,False,853,140.0,20.1,8.7,160,129,0.806,170.02
47991,20241110,DL3975,28,ATL,SLC,15,731,65,2024-11-10 07:25:00,2024-11-10 11:21:10.980185,2024-11-10 08:07:44.907622,2024-11-10 12:03:30.234748,42.7,42.3,2,False,,False,1587,236.2,22.4,6.8,130,100,0.769,227.33
47992,20241110,DL2139,327,SEA,SLC,13,428,66,2024-11-10 20:20:00,2024-11-10 22:21:02.968276,2024-11-10 21:08:49.039754,2024-11-10 23:15:04.889799,48.8,54.0,1,False,,False,688,121.0,20.4,10.9,130,117,0.9,130.77
47993,20241110,DL2762,118,FLL,SLC,104,757,844,2024-11-10 16:15:00,2024-11-10 21:09:09.353672,2024-11-10 16:15:57.383743,2024-11-10 21:14:53.791740,1.0,5.7,0,False,,False,2081,294.2,11.8,11.0,178,161,0.904,284.41
47994,20241110,DL2246,128,IAD,JFK,157,11,606,2024-11-10 20:00:00,2024-11-10 20:54:46.411836,2024-11-10 20:13:08.485925,2024-11-10 21:02:23.390722,13.1,7.6,5,False,,False,227,54.8,17.7,7.5,76,58,0.763,88.22
47995,20241110,DL1580,82,DFW,SLC,52,453,510,2024-11-10 07:30:00,2024-11-10 10:08:24.862123,2024-11-10 07:36:00.275073,2024-11-10 10:20:29.792568,6.0,12.1,0,False,,False,988,158.4,21.2,8.3,150,123,0.82,184.47
47996,20241110,DL2493,92,DTW,HNL,117,428,433,2024-11-10 18:10:00,2024-11-11 04:22:57.407389,2024-11-10 18:40:47.553173,2024-11-11 04:49:21.915406,30.8,26.4,5,False,,False,4468,613.0,14.8,15.4,180,138,0.767,630.94
47997,20241110,DL4335,299,SAN,SLC,33,300,393,2024-11-10 16:45:00,2024-11-10 18:29:53.655178,2024-11-10 16:40:00,2024-11-10 18:28:48.068306,-5,-1.1,0,False,,False,627,104.9,12.3,10.8,126,94,0.746,138.08
47998,20241110,DL3090,155,JFK,LGA,63,300,823,2024-11-10 07:30:00,2024-11-10 07:56:58.647369,2024-11-10 08:14:22.964751,2024-11-10 08:45:29.347458,44.4,48.5,1,False,,False,11,27.0,16.3,9.2,150,111,0.74,58.93
47999,20241110,DL3854,314,SEA,LAS,47,773,343,2024-11-10 17:20:00,2024-11-10 19:33:05.325672,2024-11-10 18:03:11.308728,2024-11-10 20:11:55.195760,43.2,38.8,5,False,,False,867,133.1,13.2,6.8,150,132,0.88,166.12
48000,20241110,DL3930,126,IAD,ATL,140,798,816,2024-11-10 16:40:00,2024-11-10 18:10:41.953406,2024-11-10 17:46:17.648550,2024-11-10 19:26:08.049852,66.3,75.4,3,False,,False,534,90.7,13.5,7.6,76,59,0.776,126.23
48001,20241110,DL3727,282,PHX,LAX,161,377,679,2024-11-10 06:30:00,2024-11-10 07:39:02.798410,2024-11-10 06:30:44.417657,2024-11-10 07:37:49.222855,0.7,-1.2,0,False,,False,369,69.0,11.9,9.0,76,68,0.895,106.67
48002,20241110,DL3748,276,PHL,MSP,18,438,685,2024-11-10 13:20:00,2024-11-10 15:55:47.577102,2024-11-10 13:22:35.539599,2024-11-10 16:10:25.317076,2.6,14.6,0,False,,False,978,155.8,19.5,8.7,130,111,0.854,182.65
48003,20241110,DL2208,320,SEA,ORD,20,369,728,2024-11-10 18:50:00,2024-11-10 23:06:57.871590,2024-11-10 18:48:05.308010,2024-11-10 23:00:02.116069,-1.9,-6.9,0,False,,False,1716,257.0,22.3,10.8,130,111,0.854,269.67
48004,20241110,DL4451,235,MSP,DEN,159,256,593,2024-11-10 20:10:00,2024-11-10 22:03:52.532455,2024-11-10 20:28:07.630169,2024-11-10 22:19:55.336484,18.1,16.0,2,False,,False,679,113.9,13.3,12.0,76,56,0.737,124.77
48005,20241110,DL2362,19,ATL,MSP,67,312,66,2024-11-10 20:30:00,2024-11-10 23:01:07.458559,2024-11-10 20:27:42.327711,2024-11-10 23:23:26.559679,-2.3,22.3,0,False,,False,907,151.1,23.6,9.2,192,160,0.833,171.63
48006,20241110,DL1845,226,MIA,MSP,88,256,660,2024-11-10 12:50:00,2024-11-10 16:36:44.382477,2024-11-10 12:47:41.831931,2024-11-10 16:33:31.383735,-2.3,-3.2,0,False,,False,1503,226.7,19.3,11.4,160,136,0.85,259.92
48007,20241110,DL2825,189,LAX,JFK,128,697,64,2024-11-10 09:30:00,2024-11-10 15:21:24.421722,2024-11-10 09:29:20.670178,2024-11-10 15:20:44.071133,-0.7,-0.7,0,False,,False,2470,351.4,15.4,13.8,211,199,0.943,361.03
48008,20241110,DL2383,65,DCA,MSP,107,349,97,2024-11-10 21:20:00,2024-11-10 23:56:42.891605,2024-11-10 21:18:59.717985,2024-11-10 23:43:57.087894,-1.0,-12.8,0,False,,False,929,156.7,22.2,13.3,178,173,0.972,152.6
48009,20241110,DL3055,165,JFK,SEA,117,312,708,2024-11-10 19:15:00,2024-11-11 00:52:57.770175,2024-11-10 20:52:55.341944,2024-11-11 02:37:01.972453,97.9,104.1,5,False,,False,2415,338.0,13.4,9.6,180,143,0.794,353.24
48010,20241110,DL2829,3,ATL,CLT,41,143,65,2024-11-10 09:20:00,2024-11-10 10:24:53.521037,2024-11-10 09:35:05.477847,2024-11-10 10:38:00.482648,15.1,13.1,2,False,,False,226,64.9,27.1,8.3,126,102,0.81,92.06
48011,20241110,DL3457,162,JFK,PHX,104,374,378,2024-11-10 08:05:00,2024-11-10 13:11:29.094783,2024-11-10 08:02:18.276540,2024-11-10 13:13:26.122032,-2.7,2.0,0,False,,False,2149,306.5,12.6,13.6,178,153,0.86,316.9
48012,20241110,DL3622,228,MIA,SLC,128,754,60,2024-11-10 11:50:00,2024-11-10 16:42:05.875769,2024-11-10 11:48:47.076229,2024-11-10 16:49:32.760950,-1.2,7.4,0,False,,False,2086,292.1,11.6,8.5,211,169,0.801,290.26
48013,20241110,DL3782,125,HNL,SLC,84,392,455,2024-11-10 17:05:00,2024-11-11 00:08:51.719424,2024-11-10 17:08:38.607632,2024-11-11 00:18:46.869636,3.6,9.9,0,False,,False,2991,423.9,26.6,7.1,192,152,0.792,374.45
48014,20241110,DL3431,55,CVG,JFK,17,744,500,2024-11-10 12:25:00,2024-11-10 14:17:18.352434,2024-11-10 12:21:42.826491,2024-11-10 14:02:18.352434,-3.3,-15,0,False,,False,588,112.3,20.8,14.8,130,95,0.731,128.87
48015,20241110,DL1581,82,DFW,SLC,68,407,25,2024-11-10 14:15:00,2024-11-10 16:53:22.935240,2024-11-10 14:14:12.926783,2024-11-10 16:46:46.259408,-0.8,-6.6,0,False,,False,988,158.4,19.1,10.4,192,168,0.875,189.79
48016,20241110,DL3937,11,ATL,IAD,55,833,473,2024-11-10 11:55:00,2024-11-10 13:27:54.122337,2024-11-10 11:54:43.384657,2024-11-10 13:22:39.458373,-0.3,-5.2,0,False,,False,534,92.9,16.7,6.6,150,133,0.887,112.58
48017,20241110,DL3675,94,DTW,IAH,64,356,13,2024-11-10 16:50:00,2024-11-10 19:41:36.505902,2024-11-10 16:48:00.944570,2024-11-10 19:38:01.349224,-2.0,-3.6,0,False,,False,1075,171.6,23.8,7.6,150,148,0.987,184.29
48018,20241110,DL2373,84,DTW,AUS,48,695,729,2024-11-10 18:45:00,2024-11-10 21:40:48.785998,2024-11-10 18:46:32.944772,2024-11-10 21:36:56.777400,1.5,-3.9,0,False,,False,1148,175.8,14.6,11.5,150,112,0.747,181.72
