survey_id,flight_id,ticket_id,customer_id,date_id,overall_satisfaction_1to5,on_time_satisfaction_1to5,crew_satisfaction_1to5,comfort_satisfaction_1to5,food_beverage_satisfaction_1to5,nps_score_0to10,would_recommend,complaint_category
34871,12151,110671,2186,20230627,4,4,4,4,5,10,True,None
34872,25592,236357,2723,20231229,2,5,4,4,4,2,False,Delay/Cancellation
34873,63433,583717,17622,20250626,4,5,4,5,4,8,True,None
34874,72801,672503,2537,20251030,3,5,5,5,4,5,False,Cleanliness
34875,58847,540465,6660,20250424,5,5,5,4,3,9,True,None
34876,66793,616476,9913,20250807,5,5,5,4,2,8,True,None
34877,13517,124000,24154,20230714,4,5,4,4,4,9,True,None
34878,8393,74987,341,20230508,4,4,4,4,2,8,True,None
34879,24661,228340,23525,20231216,4,4,4,3,4,9,True,None
34880,14943,137906,11275,20230801,4,3,5,3,2,9,True,None
34881,7291,64874,1987,20230422,5,5,3,3,4,9,True,None
34882,2925,25289,24508,20230215,3,3,5,2,4,4,False,Delay/Cancellation
34883,69301,640430,13495,20250910,5,5,5,4,3,9,True,None
34884,47893,443084,16172,20241108,5,5,5,2,2,10,True,None
34885,1294,11283,16628,20230121,4,4,5,3,3,9,True,None
34886,71477,660311,16818,20251010,4,5,5,4,5,6,False,None
34887,48428,447990,11206,20241115,3,5,5,4,3,4,False,None
34888,70827,654434,2408,20251001,5,4,3,3,5,10,True,None
34889,20895,193941,18208,20231020,4,4,5,4,4,8,True,None
34890,43198,399947,15735,20240830,3,5,5,5,3,6,False,Customer Service
34891,22201,205914,12874,20231108,5,4,4,4,4,9,True,None
34892,9947,89394,1158,20230531,5,5,4,5,2,10,True,None
34893,69770,644656,12688,20250916,3,5,4,4,3,2,False,Customer Service
34894,19684,182777,5179,20231002,4,3,4,2,3,7,True,None
34895,62186,571477,16245,20250610,5,5,4,3,3,9,True,None
34896,64239,591644,11479,20250706,5,5,3,4,3,10,True,None
34897,23595,219128,14835,20231129,5,5,5,4,4,10,True,None
34898,17285,160547,18837,20230830,4,3,5,3,4,9,True,None
34899,74802,690966,10800,20251128,4,5,5,4,3,9,True,None
34900,17404,161732,2798,20230831,4,5,5,4,4,10,True,None
34901,61707,566785,24331,20250604,4,5,3,4,3,9,True,None
34902,43987,407352,4393,20240911,4,5,4,5,3,9,True,None
34903,5115,44932,7457,20230320,2,4,5,4,5,4,False,In-flight Amenities
34904,59165,543307,6311,20250428,4,4,4,4,2,10,True,None
34905,58066,533353,1660,20250412,5,5,4,3,3,9,True,None
34906,29122,267093,4100,20240221,3,3,5,4,3,5,False,None
34907,15815,146327,20467,20230811,2,3,5,4,4,5,False,Baggage Handling
34908,10850,98062,744,20230611,4,5,5,3,4,8,True,None
34909,11739,106721,22161,20230622,4,4,5,5,3,9,True,None
34910,37632,345823,7386,20240622,4,4,4,3,5,7,True,None
34911,13859,127318,24413,20230718,5,5,5,3,2,10,True,None
34912,11231,101794,4988,20230616,4,4,5,3,2,8,True,None
34913,37961,348964,10911,20240627,5,5,5,5,5,10,True,None
34914,17074,158505,22956,20230827,4,5,4,3,5,6,False,None
34915,51672,476737,884,20250103,3,3,4,4,4,7,True,Delay/Cancellation
34916,54247,498788,11206,20250213,4,5,5,5,3,7,True,None
34917,34222,313565,10136,20240506,5,5,5,5,3,8,True,None
34918,23338,216711,15205,20231125,3,4,4,2,2,5,False,None
34919,54223,498598,23870,20250213,3,5,3,3,3,5,False,None
34920,41988,388231,5335,20240816,4,4,3,3,4,7,True,None
34921,13410,122983,15896,20230713,5,5,4,4,4,10,True,None
34922,56420,518366,18030,20250318,4,4,4,4,4,8,True,None
34923,10942,98971,2517,20230612,4,5,5,3,3,10,True,None
34924,53087,488817,14829,20250126,5,5,3,4,4,10,True,None
34925,21452,199059,11206,20231028,5,5,5,4,3,10,True,None
34926,66575,614320,4264,20250804,5,5,4,4,3,10,True,None
34927,11708,106405,9883,20230622,4,5,4,4,3,5,False,None
34928,4512,39408,17613,20230311,5,5,4,2,3,10,True,None
34929,33823,309913,11206,20240430,4,3,5,3,2,9,True,None
34930,16947,157262,21708,20230825,5,4,4,3,4,10,True,None
34931,66031,608953,24326,20250729,4,2,4,5,4,9,True,None
34932,3605,31314,21774,20230225,5,3,4,4,3,10,True,None
34933,68355,631558,16903,20250827,4,4,4,5,3,6,False,None
34934,27517,253273,856,20240127,4,5,4,3,3,9,True,None
34935,54230,498640,5399,20250213,4,4,5,4,5,8,True,None
34936,73975,683403,5003,20251116,3,5,4,4,4,9,True,None
34937,38994,359136,20567,20240710,1,3,4,3,3,1,False,Baggage Handling
34938,69552,642674,7353,20250913,4,5,5,4,2,8,True,None
34939,70410,650519,2744,20250925,4,5,5,5,3,6,False,None
34940,65139,600377,7517,20250718,5,4,3,5,3,9,True,None
34941,43788,405544,8859,20240908,4,5,4,3,2,7,True,None
34942,56869,522444,15450,20250325,5,5,4,3,3,10,True,None
34943,11986,109123,8846,20230625,3,3,4,3,4,5,False,None
34944,35974,329848,19109,20240601,4,3,5,5,3,8,True,None
34945,63809,587338,16965,20250701,5,4,4,4,4,10,True,None
34946,68663,634589,24139,20250831,3,3,4,5,5,6,False,None
34947,71260,658372,469,20251007,3,2,4,3,3,6,False,None
34948,55962,514159,3694,20250312,4,4,3,5,2,9,True,None
34949,3979,34528,4843,20230303,4,5,4,5,5,9,True,None
34950,21699,201273,24057,20231031,5,4,5,5,3,10,True,None
34951,22358,207348,19772,20231110,5,4,4,3,4,9,True,None
34952,54006,496708,15309,20250210,2,4,5,4,3,3,False,Delay/Cancellation
34953,22360,207366,20637,20231110,5,5,4,3,3,8,True,None
34954,11220,101689,20072,20230616,4,5,4,4,5,9,True,None
34955,2614,22636,16582,20230210,5,5,2,3,3,10,True,None
34956,65240,601331,4482,20250719,4,4,3,4,4,7,True,None
34957,61556,565295,23714,20250602,4,5,5,3,4,9,True,None
34958,1432,12446,10410,20230123,4,4,5,5,4,8,True,None
34959,18352,170494,4482,20230914,5,5,5,3,2,9,True,None
34960,39492,363926,7105,20240716,4,5,4,5,5,9,True,None
34961,63395,583375,18651,20250625,4,5,3,5,3,9,True,None
34962,55452,509468,13175,20250304,4,5,5,3,4,10,True,None
34963,72320,668071,20791,20251023,3,5,4,3,5,8,True,None
34964,42643,394571,20776,20240824,4,5,4,4,2,8,True,None
34965,43604,403842,7127,20240905,4,5,3,2,4,7,True,None
34966,45861,424488,24733,20241009,4,5,5,3,3,9,True,None
34967,48654,449959,1774,20241119,2,4,3,4,5,5,False,Customer Service
34968,9056,80987,4471,20230518,4,5,3,3,3,8,True,None
34969,56857,522328,18476,20250325,5,5,3,4,4,10,True,None
34970,4410,38512,8178,20230309,2,3,4,3,5,5,False,Customer Service
34971,33882,310455,19235,20240501,3,3,5,5,4,4,False,None
34972,64241,591664,3139,20250706,3,4,4,5,5,5,False,None
34973,48768,450991,23465,20241120,5,5,3,4,3,10,True,None
34974,61915,568798,22686,20250606,4,5,4,4,2,9,True,None
34975,66602,614586,1313,20250805,4,5,5,3,5,7,True,None
34976,64933,598445,17184,20250715,4,5,4,4,4,8,True,None
34977,65512,604010,4131,20250723,2,4,5,4,5,3,False,Seat Comfort
34978,15833,146480,22854,20230812,5,4,5,2,5,10,True,None
34979,46631,431602,5894,20241021,5,5,5,5,3,10,True,None
34980,43484,402759,21791,20240903,4,5,4,4,4,9,True,None
34981,74910,691979,2300,20251130,4,5,4,5,3,7,True,None
34982,27501,253136,7494,20240127,4,4,4,2,4,8,True,None
34983,8867,79258,9248,20230515,4,5,4,3,3,7,True,None
34984,19077,177165,17424,20230924,5,4,4,5,3,9,True,None
34985,50133,463193,2993,20241211,1,3,4,4,5,4,False,Seat Comfort
34986,67102,619477,812,20250811,5,3,4,4,3,8,True,None
34987,19231,178622,5087,20230926,4,5,4,3,4,6,False,None
34988,8389,74936,18669,20230508,4,5,5,5,3,7,True,None
34989,48637,449794,9896,20241118,4,4,4,1,2,10,True,None
34990,27161,250192,20282,20240122,4,5,4,2,4,7,True,None
34991,42389,392168,12247,20240821,3,4,4,4,3,8,True,None
34992,76853,708866,16173,20251231,3,4,3,3,4,5,False,None
34993,47709,441370,23624,20241105,3,5,5,2,3,5,False,Baggage Handling
34994,68754,635502,24880,20250901,3,4,3,4,4,8,True,None
34995,37053,340254,11178,20240615,5,5,4,3,3,8,True,None
34996,50063,462622,2694,20241210,5,4,4,2,4,10,True,None
34997,70658,652866,22247,20250928,2,4,3,4,2,4,False,Delay/Cancellation
34998,18434,171281,1799,20230915,4,5,5,4,4,7,True,None
34999,12799,117107,4803,20230705,2,5,4,5,3,4,False,Cleanliness
35000,9945,89368,19429,20230531,5,4,5,4,4,10,True,None
35001,10632,95956,13449,20230608,5,5,3,4,5,10,True,None
35002,44397,411112,20619,20240917,5,5,4,4,3,10,True,None
35003,62037,569999,11473,20250608,4,5,4,4,3,6,False,None
35004,16732,155212,17958,20230823,5,4,4,3,4,10,True,None
35005,11227,101753,3312,20230616,4,5,5,4,3,10,True,None
35006,64371,592916,19292,20250707,4,4,3,3,3,10,True,None
35007,74247,685897,9481,20251120,5,5,4,3,4,10,True,None
35008,76597,706747,9656,20251227,5,5,4,4,4,10,True,None
35009,69206,639578,12217,20250908,4,5,4,4,2,10,True,None
35010,3653,31700,1951,20230226,5,5,4,3,4,10,True,None
35011,18923,175747,21019,20230921,5,4,4,5,4,10,True,None
35012,56260,516880,2184,20250316,5,5,4,4,3,10,True,None
35013,5610,49410,19633,20230327,4,4,4,4,5,8,True,None
35014,49396,456861,2951,20241129,3,4,4,4,2,7,True,None
35015,16872,156574,19724,20230824,5,4,4,4,4,10,True,None
35016,42528,393504,10275,20240822,4,5,4,4,4,9,True,None
35017,40188,370766,8776,20240725,5,5,3,3,3,9,True,None
35018,17478,162406,4041,20230901,4,5,4,3,4,8,True,None
35019,27814,255815,7972,20240131,2,2,4,4,2,4,False,Seat Comfort
35020,58792,539938,2096,20250423,4,5,4,3,3,8,True,None
35021,61856,568193,7287,20250606,4,5,4,2,3,9,True,None
35022,30085,275602,19770,20240306,4,5,4,3,4,7,True,None
35023,7863,70150,23733,20230430,5,5,4,4,4,10,True,None
35024,37513,344671,13937,20240621,4,5,5,4,3,8,True,None
35025,20129,186936,9474,20231009,4,5,5,4,4,8,True,None
35026,67991,628045,6175,20250822,2,3,4,2,1,5,False,Delay/Cancellation
35027,57939,532126,14639,20250410,5,5,5,3,4,10,True,None
35028,71221,658009,4845,20251006,4,5,4,2,4,7,True,None
35029,6507,57762,6049,20230409,4,5,5,4,4,8,True,None
35030,25240,233287,7698,20231225,4,5,5,2,3,8,True,None
35031,75221,694651,14747,20251205,3,3,3,4,5,4,False,None
35032,60135,552217,18265,20250513,2,3,4,4,5,5,False,Cleanliness
35033,73771,681507,14652,20251113,3,4,4,3,4,6,False,None
35034,68757,635533,12237,20250901,4,5,3,4,3,7,True,None
35035,13888,127586,16573,20230719,5,5,4,4,2,10,True,None
35036,14038,129021,22347,20230721,2,5,4,4,2,3,False,In-flight Amenities
35037,42872,396743,393,20240826,4,5,4,4,3,8,True,None
35038,56722,521132,566,20250323,5,5,5,3,4,10,True,None
35039,65663,605416,16065,20250724,4,4,4,3,4,9,True,None
35040,59075,542517,10143,20250427,1,4,4,5,3,3,False,Booking Issue
35041,50359,465149,1068,20241215,3,3,5,3,4,8,True,None
35042,48971,452843,19753,20241124,5,5,5,3,4,10,True,None
35043,72613,670769,10243,20251027,4,5,3,5,4,9,True,None
35044,48659,450006,19780,20241119,4,4,3,3,5,8,True,None
35045,72597,670616,1276,20251027,4,2,4,4,3,7,True,None
35046,55429,509273,17639,20250303,5,5,5,4,4,10,True,None
35047,30367,278093,21497,20240310,4,5,5,4,2,9,True,None
35048,37115,340883,1195,20240616,2,2,5,4,4,3,False,Seat Comfort
35049,28699,263395,10023,20240215,3,3,4,5,4,5,False,None
35050,65497,603831,9089,20250722,4,5,4,4,4,9,True,None
35051,14727,135771,14432,20230729,2,3,5,3,3,6,False,Delay/Cancellation
35052,5249,46085,10784,20230322,5,4,3,5,3,10,True,None
35053,45295,419282,16228,20241001,5,5,5,4,3,10,True,None
35054,73671,680642,12522,20251112,5,5,5,3,3,10,True,None
35055,39659,365575,19858,20240718,5,5,5,3,3,10,True,None
35056,8779,78488,11647,20230514,5,4,3,3,2,8,True,None
35057,3872,33543,13776,20230301,4,4,5,4,5,7,True,None
35058,54553,501504,20242,20250218,4,5,5,4,4,6,False,None
35059,22552,209170,5662,20231113,4,4,5,4,3,8,True,None
35060,27343,251782,12465,20240124,4,5,5,4,3,8,True,None
35061,41839,386705,10993,20240814,4,5,5,4,3,8,True,None
35062,69760,644568,24642,20250916,5,5,4,4,3,10,True,None
35063,23492,218159,14749,20231127,5,5,5,4,1,9,True,None
35064,41744,385751,7402,20240813,4,5,5,3,2,7,True,None
35065,67564,623952,4100,20250817,5,2,2,3,3,10,True,None
35066,29436,269749,8784,20240226,4,5,4,4,5,9,True,None
35067,42617,394341,6469,20240823,4,4,5,5,4,8,True,None
35068,67378,622104,9757,20250815,2,4,4,4,4,4,False,Customer Service
35069,49198,454898,23433,20241127,5,5,4,5,3,10,True,None
35070,4323,37728,5134,20230308,3,4,5,4,3,4,False,None
35071,56637,520372,15051,20250322,4,5,4,4,3,8,True,None
35072,56844,522204,17509,20250325,2,3,5,3,4,5,False,Baggage Handling
35073,5493,48328,15035,20230325,5,4,5,4,4,10,True,None
35074,72000,665067,19730,20251018,4,5,5,3,1,7,True,None
35075,10761,97268,17528,20230610,2,3,4,3,3,4,False,Customer Service
35076,68185,629933,10060,20250825,2,2,5,4,3,3,False,Delay/Cancellation
35077,19581,181846,2452,20231001,3,5,5,4,4,5,False,None
35078,67168,620073,10958,20250812,3,4,5,4,4,7,True,Baggage Handling
35079,27899,256558,14624,20240202,4,5,5,5,4,8,True,None
35080,5426,47701,11047,20230324,5,5,5,4,2,10,True,None
35081,65457,603439,21923,20250722,3,5,3,2,2,4,False,None
35082,76231,703385,2337,20251222,1,3,4,4,4,3,False,Cleanliness
35083,14566,134187,19505,20230727,2,2,5,5,3,6,False,In-flight Amenities
35084,16213,150214,18725,20230816,5,4,4,4,5,10,True,None
35085,23077,214013,22935,20231122,4,5,5,2,5,8,True,None
35086,47973,443794,22681,20241109,4,5,4,4,3,10,True,None
35087,41825,386567,12932,20240814,5,5,5,4,5,10,True,None
35088,39982,368756,19108,20240722,5,5,4,3,3,8,True,None
35089,27745,255258,3639,20240130,5,4,5,2,4,10,True,None
35090,6681,59301,9016,20230412,2,5,5,4,4,5,False,Seat Comfort
35091,23437,217608,14559,20231126,4,5,5,3,3,8,True,None
35092,8927,79837,5810,20230516,5,4,4,4,4,9,True,None
35093,42359,391874,15642,20240821,3,4,5,4,2,6,False,Seat Comfort
35094,3353,29134,7535,20230221,4,3,4,5,2,6,False,None
35095,71737,662677,5627,20251014,3,4,4,3,3,4,False,None
35096,5751,50754,11939,20230329,5,5,4,3,3,9,True,None
35097,4413,38543,10806,20230309,4,4,3,3,4,8,True,None
35098,6865,61016,15880,20230415,4,3,4,4,5,10,True,None
35099,10698,96611,12278,20230609,4,4,4,5,4,7,True,None
35100,66648,615066,13011,20250805,4,5,3,4,3,7,True,None
35101,63976,588941,11238,20250703,4,5,5,3,3,9,True,None
35102,13334,122214,19941,20230712,5,5,4,4,3,9,True,None
35103,69974,646514,24537,20250919,4,4,5,4,5,7,True,None
35104,19640,182383,15218,20231002,5,5,5,3,5,9,True,None
35105,10261,92425,21373,20230604,5,5,5,3,1,8,True,None
35106,64349,592698,10416,20250707,5,5,5,3,3,10,True,None
35107,13231,121207,16909,20230710,4,4,4,4,4,7,True,None
35108,32700,299614,22563,20240414,3,4,5,5,5,8,True,Customer Service
35109,10260,92421,9483,20230604,4,5,5,4,2,7,True,None
35110,31342,287172,18336,20240324,4,5,4,5,3,10,True,None
35111,46697,432140,17038,20241022,5,5,4,4,4,10,True,None
35112,3086,26662,1847,20230217,5,5,4,4,5,10,True,None
35113,12716,116206,883,20230704,5,5,3,5,3,10,True,None
35114,64276,592001,23004,20250706,4,4,3,5,4,9,True,None
35115,59206,543671,7421,20250429,5,5,4,4,5,10,True,None
35116,62581,575384,19633,20250615,2,4,4,2,2,2,False,Delay/Cancellation
35117,34866,319470,10441,20240516,5,5,3,3,3,8,True,None
35118,14541,133972,10534,20230727,5,5,4,5,3,9,True,None
35119,57085,524426,19658,20250328,5,5,4,3,4,8,True,None
35120,22945,212776,14818,20231120,2,2,4,3,5,4,False,Customer Service
35121,16180,149908,10063,20230816,4,5,4,4,5,9,True,None
35122,15457,142850,4680,20230807,5,5,5,4,4,10,True,None
35123,67429,622590,17278,20250815,4,5,4,4,4,7,True,None
35124,11548,104842,16198,20230620,5,5,5,3,3,9,True,None
35125,57241,525844,2458,20250331,4,5,4,4,3,9,True,None
35126,64172,591001,9532,20250705,4,5,4,3,5,8,True,None
35127,50183,463636,20290,20241212,4,5,5,3,3,7,True,None
35128,48537,448887,8312,20241117,4,5,5,4,2,7,True,None
35129,33197,304204,22290,20240421,4,5,5,4,3,9,True,None
35130,24404,226195,7084,20231212,4,5,5,3,4,6,False,None
35131,63832,587568,16229,20250701,4,4,4,4,3,7,True,None
35132,54618,502104,11768,20250219,2,3,4,3,5,4,False,Delay/Cancellation
35133,21638,200715,5352,20231030,4,4,4,4,4,7,True,None
35134,40375,372549,16206,20240727,4,5,4,4,1,8,True,None
35135,55875,513330,2029,20250310,5,5,3,5,4,10,True,None
35136,36934,339082,5445,20240613,4,5,5,3,3,8,True,None
35137,39797,366961,6810,20240720,5,5,3,4,3,10,True,None
35138,11937,108659,14530,20230625,3,3,4,4,3,7,True,Baggage Handling
35139,39565,364653,6584,20240717,5,5,5,5,3,10,True,None
35140,76486,705768,17433,20251225,4,4,4,3,2,9,True,None
35141,11969,108983,9803,20230625,2,5,5,4,4,4,False,Delay/Cancellation
35142,46862,433646,159,20241024,4,5,4,5,4,7,True,None
35143,66214,610800,792,20250801,4,3,3,4,4,7,True,None
35144,65088,599879,24060,20250717,5,5,5,3,3,8,True,None
35145,21848,202613,16471,20231102,5,5,4,4,3,9,True,None
35146,1854,16070,24874,20230129,5,5,4,3,3,10,True,None
35147,2003,17375,2278,20230201,5,5,4,5,4,10,True,None
35148,2694,23320,16275,20230211,5,5,4,4,3,10,True,None
35149,54885,504399,14004,20250223,4,5,4,3,5,8,True,None
35150,60843,558611,7608,20250523,3,5,4,4,3,4,False,None
35151,8425,75285,19674,20230509,4,5,5,2,3,7,True,None
35152,74100,684540,5716,20251118,4,4,5,4,4,6,False,None
35153,53980,496461,16776,20250209,5,5,4,4,4,10,True,None
35154,18550,172400,1561,20230916,5,4,4,5,5,9,True,None
35155,72705,671574,17038,20251029,5,4,5,3,4,10,True,None
35156,67353,621853,1555,20250815,4,5,3,4,5,9,True,None
35157,31563,289172,15114,20240328,1,3,3,3,3,1,False,Delay/Cancellation
35158,17169,159422,4534,20230828,4,4,4,4,4,10,True,None
35159,30761,281767,8984,20240315,5,4,4,3,4,10,True,None
35160,38745,356716,4260,20240706,4,5,5,5,4,7,True,None
35161,34302,314315,11206,20240507,4,5,4,2,4,10,True,None
35162,45703,423018,20387,20241007,5,5,4,3,5,10,True,None
35163,35592,326212,7616,20240526,4,5,4,5,4,7,True,None
35164,31078,284720,14467,20240320,5,3,5,3,4,10,True,None
35165,41230,380820,11034,20240807,4,5,3,4,3,6,False,None
35166,27048,249225,8885,20240120,2,2,4,3,5,4,False,Customer Service
35167,899,7806,3277,20230115,5,5,5,4,4,10,True,None
35168,23655,219671,6584,20231130,4,5,4,1,5,8,True,None
35169,73821,681992,12477,20251114,5,5,4,4,4,10,True,None
35170,30902,283095,10094,20240317,4,4,5,4,3,5,False,None
35171,40201,370903,9444,20240725,5,5,5,3,3,10,True,None
35172,43822,405856,1986,20240908,4,4,4,5,5,9,True,None
35173,35525,325564,6122,20240526,4,5,5,3,4,9,True,None
35174,46260,428101,12143,20241015,4,4,4,4,3,7,True,None
35175,16175,149845,11206,20230816,4,5,5,4,3,9,True,None
35176,46938,434319,20845,20241025,4,4,4,4,3,9,True,None
35177,38750,356768,6016,20240706,4,5,5,3,4,8,True,None
35178,56918,522898,14959,20250326,3,5,5,4,3,6,False,Booking Issue
35179,67952,627679,4584,20250822,4,5,5,4,3,8,True,None
35180,56188,516178,2593,20250315,4,5,4,3,4,8,True,None
35181,51482,475006,21028,20241231,4,3,5,3,4,9,True,None
35182,34685,317833,5600,20240513,4,4,4,4,2,7,True,None
35183,67352,621832,3126,20250815,4,4,4,3,3,6,False,None
35184,46497,430348,12749,20241018,5,5,5,3,4,10,True,None
35185,74081,684355,15353,20251118,4,5,4,5,3,9,True,None
35186,26120,241078,92,20240105,4,5,5,4,3,8,True,None
35187,64133,590612,17863,20250704,2,4,4,4,3,3,False,Delay/Cancellation
35188,35756,327840,16714,20240528,3,3,4,3,3,8,True,None
35189,74867,691590,5960,20251129,4,5,5,5,3,6,False,None
35190,51683,476835,5976,20250103,1,2,4,4,4,0,False,Delay/Cancellation
35191,54994,505370,4190,20250224,3,5,3,5,3,6,False,Delay/Cancellation
35192,75587,697912,22137,20251211,4,4,4,4,3,8,True,None
35193,64014,589327,23631,20250703,3,4,5,4,3,5,False,Seat Comfort
35194,45555,421652,18160,20241004,5,5,5,4,3,10,True,None
35195,12172,110879,700,20230628,4,5,4,4,4,9,True,None
35196,57191,525386,8654,20250330,5,4,3,4,4,9,True,None
35197,49864,460928,3129,20241207,4,5,5,4,2,8,True,None
35198,49403,456944,20456,20241129,4,5,5,2,3,8,True,None
35199,66983,618289,15962,20250810,4,5,3,3,3,7,True,None
35200,19480,180938,11617,20230929,5,5,4,4,3,8,True,None
35201,75317,695487,16354,20251206,3,4,4,4,5,8,True,None
35202,25703,237396,418,20231231,3,5,4,5,5,5,False,Delay/Cancellation
35203,13389,122773,13455,20230713,5,5,5,4,5,10,True,None
35204,4442,38772,16350,20230310,5,5,5,3,4,10,True,None
35205,73431,678332,15316,20251109,1,2,4,4,4,2,False,Customer Service
35206,70044,647178,23962,20250920,5,4,4,3,4,10,True,None
35207,7296,64921,20658,20230422,5,5,4,3,4,7,True,None
35208,71892,664069,3668,20251017,4,4,5,4,5,7,True,None
35209,37265,342279,20044,20240617,3,5,4,5,3,6,False,None
35210,44197,409301,9878,20240914,5,5,4,5,4,10,True,None
35211,55821,512858,20525,20250309,4,4,5,3,3,6,False,None
35212,5925,52415,16872,20230331,4,5,4,4,4,9,True,None
35213,10667,96277,21628,20230609,5,5,4,4,3,10,True,None
35214,35373,324151,13047,20240523,5,3,4,3,3,10,True,None
35215,6178,54771,17613,20230404,5,5,4,5,5,10,True,None
35216,66738,615964,8850,20250807,3,5,3,3,4,6,False,In-flight Amenities
35217,39481,363821,21011,20240716,4,5,4,5,3,7,True,None
35218,34347,314733,7593,20240508,4,4,4,3,4,7,True,None
35219,72522,669928,4613,20251026,5,5,5,4,4,9,True,None
35220,3742,32396,7984,20230227,3,4,4,3,4,7,True,None
35221,20841,193453,20922,20231019,5,3,4,3,4,10,True,None
35222,20152,187130,22670,20231009,4,5,4,3,5,10,True,None
35223,62362,573156,4740,20250612,4,5,4,4,4,8,True,None
35224,25776,238047,22101,20240101,4,5,5,4,4,7,True,None
35225,60301,553710,12595,20250515,4,5,5,2,3,9,True,None
35226,55510,509994,2415,20250305,2,4,5,4,4,3,False,Customer Service
35227,68976,637494,2788,20250905,3,3,4,4,5,4,False,None
35228,30308,277580,1108,20240309,5,4,5,3,4,10,True,None
35229,63809,587343,19249,20250701,4,5,5,5,5,8,True,None
35230,48094,444909,23278,20241111,3,4,5,4,5,6,False,Baggage Handling
35231,5065,44513,17446,20230319,4,4,4,4,4,9,True,None
35232,14121,129823,24461,20230722,5,5,5,2,4,10,True,None
35233,73554,679480,15967,20251110,4,5,4,4,5,9,True,None
35234,16685,154733,13345,20230822,5,5,5,3,2,10,True,None
35235,33103,303319,19730,20240419,5,5,3,3,3,9,True,None
35236,46130,426953,15007,20241013,4,5,5,4,4,7,True,None
35237,6221,55139,1074,20230405,4,3,5,3,3,8,True,None
35238,31374,287442,16233,20240325,4,3,4,3,4,9,True,None
35239,22585,209479,64,20231114,5,4,5,5,4,10,True,None
35240,45364,419931,10361,20241002,4,4,4,3,2,7,True,None
35241,24503,226979,17850,20231214,5,5,4,3,4,10,True,None
35242,68252,630574,13494,20250826,4,4,5,4,3,7,True,None
35243,73853,682280,6586,20251114,3,5,5,4,3,7,True,Customer Service
35244,19213,178448,5443,20230925,4,5,5,4,3,9,True,None
35245,5779,51014,6686,20230329,3,3,4,4,5,6,False,None
35246,19580,181839,14398,20231001,3,3,4,4,3,5,False,None
35247,22439,208140,14149,20231112,1,3,5,3,4,3,False,Seat Comfort
35248,66922,617707,10834,20250809,5,5,3,5,3,8,True,None
35249,61002,560048,16769,20250526,3,5,4,3,3,5,False,None
35250,25804,238333,21212,20240101,5,5,4,2,5,10,True,None
35251,21738,201602,2557,20231101,4,5,4,4,4,7,True,None
35252,65011,599165,9319,20250716,3,3,4,4,5,5,False,Cleanliness
35253,61671,566428,13574,20250604,3,4,5,3,2,6,False,Seat Comfort
35254,9691,86938,21554,20230527,4,5,5,4,3,9,True,None
35255,26937,248270,21584,20240118,4,4,5,4,4,8,True,None
35256,24139,223929,2824,20231208,5,5,4,4,5,9,True,None
35257,46207,427631,6787,20241014,4,5,5,5,3,9,True,None
35258,20948,194433,18662,20231020,5,5,4,3,4,10,True,None
35259,64444,593594,22863,20250708,4,5,4,5,3,9,True,None
35260,32978,302193,13004,20240418,5,5,5,3,5,8,True,None
35261,59566,547003,19633,20250504,5,5,3,4,4,9,True,None
35262,26210,241856,10728,20240107,3,4,4,4,4,6,False,Booking Issue
35263,52385,482728,16097,20250115,5,5,4,3,4,10,True,None
35264,17221,159937,14015,20230829,2,2,4,3,4,6,False,Customer Service
35265,70808,654273,20861,20250930,3,4,4,4,3,4,False,Baggage Handling
35266,68350,631500,5561,20250827,1,2,3,4,5,1,False,Customer Service
35267,11833,107654,3459,20230623,5,5,4,5,3,10,True,None
35268,56424,518413,10377,20250318,2,4,4,3,4,5,False,Seat Comfort
35269,12409,113166,4706,20230630,4,4,3,5,5,6,False,None
35270,70775,653962,13370,20250930,3,4,3,3,4,3,False,None
35271,39581,364837,19735,20240717,5,5,4,4,3,10,True,None
35272,18200,169110,3688,20230911,5,5,4,5,4,10,True,None
35273,42922,397246,1029,20240827,5,5,4,4,4,9,True,None
35274,31956,292744,14343,20240403,4,5,3,4,4,8,True,None
35275,16572,153648,6684,20230821,5,3,5,3,2,8,True,None
35276,51327,473573,3668,20241229,4,5,5,4,2,9,True,None
35277,18173,168880,10054,20230911,5,5,4,5,3,10,True,None
35278,48356,447328,10032,20241114,5,5,5,5,3,10,True,None
35279,66454,613172,22549,20250803,3,5,4,4,4,6,False,Customer Service
35280,68663,634590,23950,20250831,2,3,5,4,4,5,False,Delay/Cancellation
35281,12796,117089,23966,20230705,5,5,4,5,4,8,True,None
35282,20457,189908,9606,20231013,4,5,4,4,3,9,True,None
35283,74147,684956,687,20251119,4,5,4,4,3,9,True,None
35284,66161,610261,1015,20250731,4,4,5,3,3,8,True,None
35285,48150,445459,9323,20241111,4,3,5,5,4,8,True,None
35286,48166,445619,24163,20241112,4,5,4,3,3,10,True,None
35287,48754,450855,10413,20241120,1,3,5,3,3,1,False,Delay/Cancellation
35288,6092,53957,21734,20230403,5,5,5,4,2,10,True,None
35289,26966,248538,19603,20240118,4,4,4,5,2,6,False,None
35290,66254,611188,23797,20250801,4,5,5,5,4,7,True,None
35291,50055,462533,9592,20241210,2,3,5,5,3,5,False,Delay/Cancellation
35292,31077,284703,18662,20240320,4,4,4,4,3,9,True,None
