maintenance_id,aircraft_id,maintenance_date,maintenance_type,cost_usd,downtime_hours,performed_at_hub,technician_count
1696,30,2025-04-20,C-Check,403276.99,231.2,True,4
1697,165,2024-01-07,D-Check (Heavy),1640299.26,491.5,True,5
1698,28,2024-11-14,Avionics Update,96576.86,60.1,True,7
1699,136,2023-04-22,A-Check (Routine),4173.14,9.5,False,2
1700,42,2024-03-05,Engine Overhaul,948002.64,358.8,False,4
1701,112,2023-04-21,B-Check,12252.67,19.4,True,8
1702,104,2025-03-15,A-Check (Routine),4588.89,11.3,True,1
1703,79,2025-08-21,A-Check (Routine),11766.93,11.7,True,2
1704,166,2025-01-30,B-Check,15910.95,18.8,True,4
1705,165,2025-01-10,Unscheduled Repair,61632.33,18.4,True,7
1706,127,2023-07-28,Unscheduled Repair,63422.64,32.6,True,2
1707,52,2024-06-06,A-Check (Routine),9168.07,11.0,True,6
1708,111,2024-01-31,Unscheduled Repair,58560.25,36.1,True,1
1709,55,2023-10-05,C-Check,356586.7,242.8,True,5
1710,60,2023-12-14,Unscheduled Repair,58376.42,18.4,True,8
1711,99,2025-02-27,A-Check (Routine),10853.8,5.6,True,1
1712,121,2025-02-13,A-Check (Routine),8005.14,9.2,True,1
1713,73,2024-11-20,Avionics Update,114425.54,26.8,True,7
1714,144,2023-04-29,Unscheduled Repair,19715.28,32.1,True,6
1715,18,2024-05-15,A-Check (Routine),5493.44,5.6,True,2
1716,113,2024-02-19,A-Check (Routine),7227.94,5.2,True,3
1717,93,2023-07-26,B-Check,34298.93,16.3,False,2
1718,73,2025-10-23,Unscheduled Repair,57440.9,27.1,True,5
1719,80,2023-08-10,A-Check (Routine),7115.8,5.1,True,5
1720,134,2024-02-09,Unscheduled Repair,8982.22,11.4,False,1
1721,14,2024-04-26,A-Check (Routine),4167.47,5.4,False,5
1722,123,2024-03-16,A-Check (Routine),10615.2,7.4,True,3
1723,14,2025-01-02,D-Check (Heavy),1051410.19,894.1,True,5
1724,8,2025-08-01,B-Check,21768.13,28.0,True,5
1725,53,2025-03-22,Avionics Update,73004.45,72.7,True,5
1726,96,2023-09-17,A-Check (Routine),8515.81,11.5,True,5
1727,65,2025-03-05,Avionics Update,98881.79,43.3,False,5
1728,63,2025-07-02,A-Check (Routine),7838.85,4.1,True,6
1729,41,2023-01-28,Unscheduled Repair,34067.07,14.3,True,5
1730,102,2023-10-27,Avionics Update,58594.85,31.5,False,2
1731,73,2023-11-29,A-Check (Routine),10979.61,5.5,False,1
1732,129,2023-06-25,B-Check,28210.07,35.7,False,1
1733,162,2024-12-11,B-Check,14292.67,27.7,True,1
1734,98,2025-08-22,Unscheduled Repair,61063.51,14.2,True,5
1735,84,2025-06-21,Unscheduled Repair,31153.63,15.7,True,2
1736,76,2024-07-13,Unscheduled Repair,86614.95,38.6,False,8
1737,129,2023-06-13,A-Check (Routine),3862.18,9.6,False,4
1738,129,2025-11-10,Unscheduled Repair,2542.72,3.3,True,8
1739,9,2023-05-13,Engine Overhaul,1096102.76,535.0,True,1
1740,70,2024-12-22,B-Check,31060.7,22.2,False,1
1741,65,2025-09-12,Engine Overhaul,727638.09,261.7,False,5
1742,64,2025-11-17,C-Check,297536.84,288.8,False,4
1743,73,2024-07-21,B-Check,33159.91,14.4,True,6
1744,8,2023-07-26,Unscheduled Repair,79111.49,38.6,True,4
1745,34,2023-12-04,A-Check (Routine),7019.29,10.5,True,1
1746,5,2025-12-27,Unscheduled Repair,83408.65,13.3,True,3
1747,145,2023-11-25,D-Check (Heavy),2151556.13,618.5,True,8
1748,31,2025-12-10,D-Check (Heavy),1378234.5,511.1,False,6
1749,10,2024-06-16,C-Check,325252.75,201.4,False,2
1750,48,2025-07-02,B-Check,24626.32,15.0,True,7
1751,19,2024-11-25,C-Check,429365.7,215.3,True,1
1752,140,2023-05-12,Unscheduled Repair,83239.01,25.5,True,6
1753,115,2024-01-01,Unscheduled Repair,70033.05,23.1,False,6
1754,56,2024-03-21,Unscheduled Repair,86101.1,36.7,True,2
1755,5,2024-10-19,A-Check (Routine),11455.84,4.9,True,1
1756,79,2025-04-22,Unscheduled Repair,60364.69,15.1,True,7
1757,28,2023-11-20,A-Check (Routine),10435.73,7.8,False,2
1758,156,2023-12-31,A-Check (Routine),8644.76,10.8,True,5
1759,157,2023-06-11,D-Check (Heavy),1762433.2,841.7,True,4
1760,37,2025-01-02,A-Check (Routine),7311.28,4.6,True,8
1761,59,2025-09-20,A-Check (Routine),8360.94,6.1,True,5
1762,58,2025-10-30,Engine Overhaul,469021.54,491.8,False,6
1763,164,2024-08-01,Avionics Update,45437.89,62.1,True,2
1764,34,2025-07-11,C-Check,382047.74,238.0,True,8
1765,48,2023-09-11,B-Check,28028.48,15.4,False,5
1766,103,2024-04-15,Unscheduled Repair,49450.45,7.5,True,5
1767,100,2025-04-22,B-Check,17912.35,28.2,True,3
1768,83,2023-04-15,Engine Overhaul,679163.72,467.6,True,5
1769,15,2023-05-01,C-Check,345363.28,203.0,True,5
1770,160,2024-05-06,C-Check,444172.76,244.5,False,6
1771,11,2024-03-05,A-Check (Routine),3326.81,12.0,False,6
1772,109,2023-09-07,D-Check (Heavy),2447828.71,679.7,True,5
1773,39,2025-05-30,C-Check,370837.16,267.7,True,4
1774,146,2024-08-20,C-Check,255718.8,251.6,True,6
1775,131,2025-10-09,Unscheduled Repair,16371.0,31.5,False,2
1776,166,2024-08-15,A-Check (Routine),5128.42,10.0,True,2
1777,105,2024-07-07,B-Check,34443.14,15.5,True,1
1778,125,2023-04-05,Unscheduled Repair,18671.31,10.1,True,4
1779,112,2024-06-03,Unscheduled Repair,76774.97,44.7,True,1
1780,91,2025-07-26,A-Check (Routine),4042.08,8.7,True,2
1781,92,2023-07-21,A-Check (Routine),4837.13,11.0,True,8
1782,105,2023-02-03,Unscheduled Repair,19291.06,22.1,True,2
1783,67,2024-10-31,A-Check (Routine),4952.79,7.0,False,7
1784,5,2024-01-18,Unscheduled Repair,4099.15,46.0,False,6
1785,125,2023-10-05,A-Check (Routine),5731.79,5.7,False,1
1786,50,2025-07-08,B-Check,33348.87,21.3,True,5
1787,121,2024-07-08,C-Check,304338.45,189.5,True,8
1788,134,2023-08-13,C-Check,261787.55,198.7,True,6
1789,150,2025-05-04,C-Check,340850.66,176.3,True,7
1790,63,2025-07-11,A-Check (Routine),8192.35,5.7,True,4
1791,9,2024-02-10,B-Check,33073.15,21.2,False,6
1792,67,2025-05-15,Unscheduled Repair,21176.87,24.6,True,1
1793,116,2023-05-11,D-Check (Heavy),2307384.98,400.2,True,6
1794,117,2025-03-08,A-Check (Routine),3224.78,6.5,True,6
1795,73,2024-01-25,Unscheduled Repair,28026.0,13.1,True,8
1796,163,2024-10-08,A-Check (Routine),6618.81,9.4,False,2
1797,11,2025-10-09,C-Check,240149.92,157.6,True,5
1798,136,2023-11-15,A-Check (Routine),10028.94,6.9,True,2
1799,20,2024-10-13,A-Check (Routine),4202.4,10.1,True,4
1800,120,2023-12-14,A-Check (Routine),10700.74,7.6,True,1
1801,41,2024-06-26,Unscheduled Repair,22593.6,32.2,True,8
1802,155,2024-08-16,Unscheduled Repair,80126.48,8.6,False,1
1803,90,2025-07-18,A-Check (Routine),7552.44,6.8,True,4
1804,124,2024-03-11,Unscheduled Repair,66248.48,34.2,True,6
1805,148,2023-06-27,Unscheduled Repair,56275.08,21.6,True,4
1806,136,2023-09-26,A-Check (Routine),3699.22,5.6,False,6
1807,143,2025-09-29,A-Check (Routine),10482.1,5.9,True,1
1808,96,2025-10-15,A-Check (Routine),3275.6,6.6,False,8
1809,94,2024-07-04,A-Check (Routine),6448.12,11.3,True,8
1810,151,2024-02-15,A-Check (Routine),10386.2,4.5,False,2
1811,106,2025-08-25,A-Check (Routine),9100.96,11.3,False,2
1812,118,2023-05-12,Unscheduled Repair,55012.59,21.4,True,1
1813,93,2025-11-11,Unscheduled Repair,60064.61,45.7,True,8
1814,145,2023-07-15,A-Check (Routine),4482.18,4.2,True,5
1815,136,2023-01-07,A-Check (Routine),9792.54,4.3,False,5
1816,102,2024-07-11,A-Check (Routine),8419.89,5.9,False,7
1817,141,2024-06-28,D-Check (Heavy),2225534.51,618.2,True,8
1818,10,2024-09-21,B-Check,30366.91,18.9,False,6
1819,10,2024-03-08,Unscheduled Repair,22018.9,20.4,True,4
1820,116,2025-10-07,A-Check (Routine),8996.62,9.1,True,4
1821,10,2024-05-07,A-Check (Routine),10899.16,4.5,True,4
1822,89,2023-10-21,Unscheduled Repair,72725.65,11.8,False,3
1823,127,2025-10-28,Unscheduled Repair,3115.52,31.6,True,3
1824,83,2024-09-09,B-Check,18919.44,35.6,False,6
1825,106,2023-09-15,Engine Overhaul,410767.53,299.1,True,7
1826,31,2024-06-10,C-Check,198122.95,174.3,False,2
1827,88,2024-11-07,A-Check (Routine),8038.21,4.9,True,6
1828,76,2023-12-24,A-Check (Routine),5099.33,4.9,False,6
1829,65,2024-03-29,A-Check (Routine),11327.75,6.3,False,5
1830,88,2025-12-30,Avionics Update,45329.95,24.1,True,6
1831,100,2024-03-25,A-Check (Routine),9500.88,10.7,True,4
1832,11,2024-03-23,B-Check,23660.44,21.7,True,3
1833,44,2023-03-05,A-Check (Routine),9929.52,4.5,False,1
1834,41,2024-06-16,A-Check (Routine),11283.32,10.4,False,6
1835,35,2023-07-26,Unscheduled Repair,59875.85,42.2,True,3
1836,69,2023-06-06,Avionics Update,103883.87,68.8,True,1
1837,50,2023-07-05,Unscheduled Repair,49799.73,15.7,True,5
1838,116,2023-05-20,A-Check (Routine),7843.66,4.2,False,3
1839,92,2024-05-09,A-Check (Routine),8807.09,5.3,False,3
1840,68,2023-10-05,B-Check,25983.3,14.6,True,2
1841,81,2023-03-01,A-Check (Routine),7320.26,8.0,True,6
1842,148,2025-11-26,A-Check (Routine),6149.09,4.8,True,1
1843,125,2023-07-18,Avionics Update,88414.34,29.8,True,4
1844,56,2025-04-19,B-Check,15994.0,21.0,True,5
1845,43,2023-10-13,Avionics Update,48590.3,61.1,False,8
1846,133,2023-03-17,B-Check,27225.45,15.5,False,7
1847,75,2023-05-09,A-Check (Routine),10488.19,11.3,True,3
1848,23,2025-09-15,A-Check (Routine),6933.64,11.6,False,8
1849,102,2025-04-25,Unscheduled Repair,11094.87,10.5,True,5
1850,9,2025-10-26,C-Check,229388.0,242.1,True,5
1851,38,2023-08-22,B-Check,25116.67,29.1,True,5
1852,68,2024-11-13,Unscheduled Repair,27749.43,34.2,True,2
1853,90,2024-08-29,B-Check,32753.75,31.4,True,4
1854,57,2023-12-04,B-Check,31868.48,23.6,True,3
1855,18,2023-04-05,A-Check (Routine),5449.38,8.1,False,2
1856,88,2023-09-30,Avionics Update,85769.07,42.7,True,5
1857,68,2025-03-18,Unscheduled Repair,6037.66,5.4,True,2
1858,82,2023-11-20,A-Check (Routine),7995.65,9.5,True,6
1859,89,2024-09-23,A-Check (Routine),6306.92,5.8,True,6
1860,16,2024-06-10,A-Check (Routine),11231.74,4.7,True,1
1861,56,2023-08-06,B-Check,12501.16,28.5,True,3
1862,154,2025-04-06,A-Check (Routine),7031.14,6.2,False,5
1863,118,2023-02-10,B-Check,21689.71,31.6,False,8
1864,91,2024-12-05,B-Check,19381.42,19.1,True,6
1865,16,2024-12-18,A-Check (Routine),9953.31,8.1,True,7
1866,126,2025-03-03,A-Check (Routine),3648.62,7.1,False,4
1867,144,2023-12-31,A-Check (Routine),10007.1,10.7,False,2
1868,28,2023-01-06,B-Check,27671.69,33.4,True,4
1869,93,2024-10-28,A-Check (Routine),10741.09,5.5,True,3
1870,31,2023-09-09,A-Check (Routine),7212.66,10.8,True,5
1871,106,2023-01-06,A-Check (Routine),6335.68,9.7,True,4
1872,97,2025-10-30,Avionics Update,82979.98,44.3,True,7
1873,166,2025-07-14,B-Check,31196.34,18.4,True,2
1874,93,2025-07-23,Unscheduled Repair,68410.56,41.4,True,8
1875,152,2023-06-19,Engine Overhaul,1004367.45,223.4,True,8
1876,111,2023-02-06,A-Check (Routine),5533.9,7.8,True,1
1877,56,2025-12-08,Unscheduled Repair,23641.27,25.8,False,5
1878,30,2024-10-11,A-Check (Routine),3449.02,10.4,True,6
1879,43,2023-08-21,A-Check (Routine),6171.88,9.5,True,4
1880,66,2024-12-06,C-Check,268730.76,193.9,True,6
1881,7,2023-07-29,Unscheduled Repair,30038.03,17.2,False,7
1882,38,2023-05-23,Engine Overhaul,853525.8,433.9,True,8
1883,24,2024-02-10,A-Check (Routine),11555.77,9.0,True,6
1884,13,2023-07-16,A-Check (Routine),3783.43,4.9,True,8
1885,8,2024-09-26,A-Check (Routine),9522.94,9.8,True,6
1886,85,2024-12-21,A-Check (Routine),5189.81,8.3,True,1
1887,28,2025-09-13,Unscheduled Repair,46065.94,7.4,False,6
1888,70,2023-10-30,A-Check (Routine),9457.43,9.8,True,4
1889,157,2023-08-09,A-Check (Routine),7587.66,10.1,False,7
1890,86,2025-05-28,Avionics Update,58433.04,74.2,True,6
1891,40,2024-01-25,Unscheduled Repair,33141.18,39.6,True,6
1892,31,2025-11-21,B-Check,19409.02,21.4,True,8
1893,158,2025-10-04,A-Check (Routine),8233.3,5.6,False,2
1894,60,2023-05-20,A-Check (Routine),6141.76,5.4,False,8
1895,131,2024-07-04,A-Check (Routine),3391.67,8.5,True,1
1896,68,2025-02-11,A-Check (Routine),4290.63,11.5,True,7
1897,88,2023-05-10,A-Check (Routine),4573.5,11.7,False,5
1898,54,2023-01-20,D-Check (Heavy),1321253.55,631.6,True,3
1899,58,2024-10-03,Unscheduled Repair,36068.87,16.2,False,8
1900,106,2025-05-18,Unscheduled Repair,70414.71,28.7,True,5
1901,107,2025-08-08,Avionics Update,99761.35,69.1,True,1
1902,86,2023-10-23,Unscheduled Repair,55136.58,45.3,False,2
1903,105,2025-08-19,Unscheduled Repair,46440.79,17.0,True,2
1904,95,2024-12-03,Unscheduled Repair,66078.27,34.5,True,1
1905,9,2023-04-01,Avionics Update,37062.89,69.2,True,6
1906,91,2025-12-08,Engine Overhaul,602331.26,482.2,False,5
1907,136,2024-07-04,Unscheduled Repair,60894.21,12.5,True,4
1908,15,2023-01-16,Avionics Update,117291.91,65.1,True,4
1909,67,2023-06-22,A-Check (Routine),6319.46,10.3,False,5
1910,86,2025-08-04,A-Check (Routine),3660.62,8.6,False,7
1911,138,2025-12-15,A-Check (Routine),8012.08,4.9,False,8
1912,61,2023-09-24,Unscheduled Repair,63396.11,21.4,False,4
1913,139,2025-03-28,Engine Overhaul,1109445.52,321.7,True,4
1914,23,2023-05-02,B-Check,25441.76,32.8,True,4
1915,5,2023-08-22,C-Check,427338.98,289.9,True,3
1916,145,2025-04-26,Unscheduled Repair,75863.98,36.2,True,5
1917,124,2023-11-23,C-Check,430826.79,135.1,True,3
1918,88,2024-02-08,A-Check (Routine),3759.45,8.5,True,1
1919,118,2023-05-16,A-Check (Routine),6169.75,6.1,True,7
1920,24,2025-01-20,C-Check,252050.5,211.6,True,5
1921,80,2025-03-26,Unscheduled Repair,58659.25,12.3,True,6
1922,70,2024-07-04,A-Check (Routine),10462.41,10.5,True,5
1923,92,2025-02-28,C-Check,367636.78,127.1,False,1
1924,97,2024-07-06,A-Check (Routine),10376.95,8.5,True,7
1925,71,2024-01-10,Unscheduled Repair,55343.04,27.4,True,2
1926,86,2025-02-09,Unscheduled Repair,26510.38,21.5,False,3
1927,64,2023-10-14,Unscheduled Repair,15700.54,44.7,True,2
1928,68,2025-02-19,B-Check,28531.75,32.8,True,7
1929,143,2025-05-27,B-Check,10820.7,29.7,False,7
1930,133,2025-02-28,Unscheduled Repair,85449.28,4.5,True,2
1931,123,2025-09-27,Engine Overhaul,1017863.13,371.3,False,8
1932,160,2023-06-27,C-Check,265229.01,177.0,True,1
1933,16,2023-12-08,Unscheduled Repair,67947.18,7.3,True,4
1934,17,2023-06-06,A-Check (Routine),11600.59,9.9,True,2
1935,79,2023-01-02,A-Check (Routine),4047.8,10.4,False,1
1936,38,2024-12-20,Engine Overhaul,433437.88,497.5,False,2
1937,130,2023-06-18,Engine Overhaul,962947.38,525.7,True,1
1938,28,2025-05-25,Avionics Update,30896.5,55.1,False,1
1939,118,2023-04-06,B-Check,34882.52,16.2,True,5
1940,13,2024-11-15,A-Check (Routine),7991.7,7.1,True,5
1941,72,2024-03-04,B-Check,16464.46,27.7,True,2
1942,146,2024-02-19,B-Check,20755.39,28.1,False,5
1943,64,2024-06-25,B-Check,18455.57,12.3,True,8
1944,53,2025-11-02,B-Check,11927.54,24.3,True,4
1945,21,2023-10-25,Unscheduled Repair,35178.04,37.7,True,8
1946,64,2024-05-02,A-Check (Routine),4111.25,9.5,True,5
1947,78,2025-05-22,A-Check (Routine),3889.37,11.3,True,7
1948,72,2025-04-09,B-Check,29347.31,14.4,False,2
1949,165,2024-05-22,Unscheduled Repair,69343.8,20.9,True,6
1950,149,2025-11-05,A-Check (Routine),9253.49,10.8,True,7
1951,106,2025-01-07,D-Check (Heavy),975452.5,882.9,True,4
1952,15,2025-01-31,B-Check,20067.48,14.5,True,4
1953,1,2025-07-01,A-Check (Routine),6513.57,5.4,False,3
1954,141,2024-09-19,Avionics Update,22224.38,28.5,True,1
1955,59,2025-01-02,C-Check,164415.82,180.3,True,1
1956,55,2025-12-12,A-Check (Routine),3978.61,4.2,True,2
1957,130,2024-11-06,Avionics Update,73036.7,65.3,True,8
1958,122,2025-12-14,Unscheduled Repair,69048.12,15.5,True,3
1959,162,2023-07-10,A-Check (Routine),6162.51,4.6,True,7
1960,84,2023-01-30,A-Check (Routine),9083.34,4.6,True,1
1961,47,2024-02-21,A-Check (Routine),9184.52,7.8,True,6
1962,91,2025-12-12,A-Check (Routine),11329.96,7.0,True,2
1963,47,2024-08-02,C-Check,377206.21,134.9,True,2
1964,35,2025-01-21,A-Check (Routine),5533.82,11.2,False,3
1965,23,2023-07-09,A-Check (Routine),9084.21,10.1,True,5
1966,5,2023-02-03,A-Check (Routine),3089.35,6.4,True,6
1967,84,2023-08-14,Unscheduled Repair,75611.93,47.1,True,4
1968,131,2023-07-05,B-Check,12053.69,28.2,True,8
1969,121,2024-12-01,Unscheduled Repair,4420.3,9.3,True,1
1970,69,2024-05-15,A-Check (Routine),10493.57,5.6,True,2
1971,115,2023-09-21,A-Check (Routine),6561.22,9.5,True,4
1972,14,2023-05-26,A-Check (Routine),6908.43,10.3,False,7
1973,145,2023-05-31,A-Check (Routine),5389.3,5.4,False,4
1974,132,2025-01-18,B-Check,28686.37,32.6,False,2
1975,65,2024-06-07,C-Check,156528.87,281.2,True,4
1976,51,2023-02-27,Avionics Update,78185.24,29.0,False,2
1977,88,2023-02-21,A-Check (Routine),11166.41,5.7,False,8
1978,65,2024-11-22,A-Check (Routine),6044.21,9.1,True,1
1979,165,2024-02-13,A-Check (Routine),9064.86,11.8,True,7
1980,121,2023-03-31,A-Check (Routine),10893.1,11.7,True,4
1981,24,2024-09-18,B-Check,14729.76,14.5,True,2
1982,125,2025-10-31,A-Check (Routine),7685.09,4.4,True,2
1983,148,2024-08-23,A-Check (Routine),7237.18,8.1,False,4
1984,154,2024-05-23,B-Check,15788.82,20.2,True,3
1985,98,2024-09-17,C-Check,211536.89,279.3,True,4
1986,103,2024-12-24,A-Check (Routine),8934.79,6.7,True,3
1987,2,2023-01-12,A-Check (Routine),9916.46,8.2,False,1
1988,149,2024-11-16,A-Check (Routine),7064.63,11.5,False,7
1989,152,2023-11-12,Unscheduled Repair,19359.61,30.6,True,7
1990,119,2025-01-18,A-Check (Routine),3243.85,10.3,False,3
1991,105,2025-10-14,Engine Overhaul,457472.71,355.2,True,1
1992,48,2024-10-26,C-Check,285172.16,294.8,True,2
1993,73,2023-02-24,A-Check (Routine),9926.32,9.9,True,8
1994,159,2025-09-30,A-Check (Routine),7738.53,8.3,True,8
1995,47,2023-07-11,B-Check,24813.52,27.4,True,6
1996,20,2023-11-21,B-Check,28995.37,27.5,True,1
1997,14,2025-08-10,B-Check,17170.86,31.1,True,7
1998,101,2024-05-29,B-Check,23854.44,31.3,True,8
1999,4,2023-09-05,A-Check (Routine),8418.02,8.0,True,5
2000,38,2023-11-09,A-Check (Routine),10513.83,6.2,True,5
2001,160,2024-09-08,A-Check (Routine),8255.63,8.4,True,2
2002,3,2023-09-05,B-Check,22176.47,31.4,True,3
2003,96,2023-01-18,A-Check (Routine),9093.93,10.4,True,7
2004,90,2023-12-21,Engine Overhaul,614417.9,396.4,True,8
2005,53,2025-06-18,A-Check (Routine),11975.64,10.2,True,6
2006,71,2023-07-31,C-Check,258093.75,299.5,True,8
2007,99,2024-09-05,Unscheduled Repair,48846.85,10.2,True,7
2008,68,2024-09-07,C-Check,164584.39,134.5,True,7
2009,104,2024-06-04,Engine Overhaul,899005.95,328.3,False,5
2010,156,2025-01-19,A-Check (Routine),8181.74,6.3,False,7
2011,97,2023-03-04,A-Check (Routine),9977.33,11.0,False,8
2012,116,2023-12-01,B-Check,34614.59,15.7,True,8
2013,156,2024-04-30,Engine Overhaul,670197.94,523.7,True,6
2014,106,2023-09-14,Unscheduled Repair,3904.79,12.1,True,3
2015,79,2024-05-28,Unscheduled Repair,75695.2,20.3,True,2
2016,33,2025-12-03,B-Check,22816.73,33.5,True,2
2017,54,2023-03-26,A-Check (Routine),10205.46,11.3,True,2
2018,30,2025-10-30,B-Check,21633.65,27.0,True,2
2019,3,2025-11-27,A-Check (Routine),10038.51,4.7,False,8
2020,52,2023-02-16,Unscheduled Repair,81987.34,17.1,True,4
2021,76,2025-10-12,A-Check (Routine),5533.54,5.7,False,8
2022,41,2023-10-24,C-Check,181087.57,122.0,True,7
2023,125,2024-04-17,A-Check (Routine),10039.95,11.3,True,5
2024,19,2024-11-16,B-Check,16873.61,32.7,True,6
2025,126,2025-07-18,C-Check,362513.63,202.9,True,7
2026,7,2024-01-26,Unscheduled Repair,38054.66,3.4,True,4
2027,111,2023-10-27,A-Check (Routine),6060.21,9.7,True,2
2028,81,2025-04-06,A-Check (Routine),5550.73,6.2,True,2
2029,59,2023-07-27,B-Check,15307.78,32.4,False,2
2030,19,2025-07-24,D-Check (Heavy),1577796.7,707.3,False,5
2031,51,2023-03-22,A-Check (Routine),7852.25,9.3,False,1
2032,128,2024-01-10,B-Check,13125.31,14.3,True,3
2033,150,2023-03-08,Unscheduled Repair,29733.05,11.7,True,1
2034,49,2025-02-10,A-Check (Routine),6483.92,10.7,True,5
2035,163,2025-05-04,C-Check,157127.55,212.5,False,2
2036,155,2024-12-20,A-Check (Routine),6084.88,9.5,True,1
2037,140,2024-11-30,A-Check (Routine),4925.54,4.8,True,7
2038,153,2025-06-23,A-Check (Routine),9172.61,4.4,True,2
2039,99,2023-08-10,A-Check (Routine),10611.51,4.5,True,1
2040,104,2023-06-22,A-Check (Routine),6757.02,5.4,False,1
2041,96,2023-05-22,A-Check (Routine),6366.02,9.6,True,1
2042,34,2023-01-26,A-Check (Routine),3245.35,4.6,True,8
2043,138,2025-02-17,Unscheduled Repair,63114.97,22.4,True,1
2044,116,2023-11-28,Avionics Update,53515.26,34.6,False,3
2045,104,2023-02-25,A-Check (Routine),3325.42,8.6,True,4
2046,144,2023-07-21,A-Check (Routine),5182.89,9.7,True,1
2047,85,2023-12-27,A-Check (Routine),11507.64,11.6,True,1
2048,49,2025-04-10,Avionics Update,49526.59,36.7,True,5
2049,152,2023-10-08,A-Check (Routine),4479.35,9.5,True,5
2050,96,2025-05-31,A-Check (Routine),3831.41,9.6,False,1
2051,5,2023-09-19,Unscheduled Repair,15074.77,13.4,False,4
2052,49,2023-09-11,Avionics Update,114384.2,30.0,True,3
2053,79,2025-11-08,A-Check (Routine),8953.83,6.8,True,6
2054,131,2023-05-15,C-Check,405941.89,293.1,True,6
2055,133,2025-10-26,A-Check (Routine),8660.95,11.3,True,2
2056,71,2024-08-27,Unscheduled Repair,47828.25,8.5,False,4
2057,9,2024-07-04,Unscheduled Repair,66372.32,44.9,True,4
2058,62,2023-11-25,C-Check,412690.37,190.9,False,1
2059,88,2023-06-25,A-Check (Routine),8598.53,10.5,True,6
2060,137,2024-07-26,Avionics Update,90692.86,25.9,True,3
2061,101,2023-06-12,A-Check (Routine),10688.39,6.7,True,6
2062,111,2023-09-23,A-Check (Routine),5151.99,6.0,True,6
2063,148,2025-10-06,B-Check,15838.01,15.5,True,1
2064,10,2023-04-17,C-Check,391085.6,146.6,True,1
2065,103,2025-10-22,Unscheduled Repair,55684.87,32.4,False,3
2066,46,2023-03-28,A-Check (Routine),3565.64,9.3,False,1
2067,94,2023-01-02,Unscheduled Repair,89598.93,24.1,True,6
2068,42,2025-08-07,A-Check (Routine),5035.96,9.1,True,2
2069,97,2025-05-28,B-Check,31882.45,35.5,True,5
2070,24,2023-05-06,Unscheduled Repair,37426.2,21.7,True,7
2071,57,2023-06-06,Unscheduled Repair,84556.69,29.2,False,2
2072,16,2023-01-16,Avionics Update,87744.2,38.0,True,2
2073,90,2024-01-14,Engine Overhaul,1174076.27,482.8,False,6
2074,117,2024-01-24,B-Check,15878.46,13.2,True,4
2075,30,2024-05-27,A-Check (Routine),9297.0,9.2,True,1
2076,20,2025-08-22,A-Check (Routine),9530.5,5.1,False,4
2077,118,2024-02-13,A-Check (Routine),11209.42,9.3,True,7
2078,6,2024-08-03,Avionics Update,80557.12,75.8,True,3
2079,46,2023-05-21,Unscheduled Repair,30143.63,42.8,True,2
2080,67,2025-12-10,Avionics Update,18742.78,37.1,True,8
2081,2,2025-09-15,Unscheduled Repair,67521.17,30.2,True,8
2082,93,2024-05-28,Engine Overhaul,787360.04,204.2,True,4
2083,28,2023-08-04,B-Check,20911.96,31.5,True,4
2084,89,2024-12-03,B-Check,23748.35,16.3,True,6
2085,151,2024-01-19,C-Check,445626.61,153.5,False,3
2086,132,2024-09-04,B-Check,33475.59,35.9,True,8
2087,65,2023-03-30,A-Check (Routine),6330.36,9.4,False,2
2088,108,2025-10-07,Engine Overhaul,999619.18,318.9,True,6
2089,100,2024-03-13,Unscheduled Repair,3214.28,14.9,True,7
2090,59,2024-11-01,A-Check (Routine),9425.62,8.2,True,2
2091,51,2023-11-06,A-Check (Routine),7822.24,7.1,True,8
2092,143,2023-04-21,A-Check (Routine),10653.37,7.2,True,3
2093,17,2025-05-03,A-Check (Routine),9168.78,5.1,True,6
2094,144,2025-12-04,A-Check (Routine),8669.42,4.7,True,3
2095,70,2024-11-20,D-Check (Heavy),1884130.65,724.4,True,7
2096,22,2024-11-27,A-Check (Routine),4108.62,10.3,True,1
2097,28,2025-08-29,A-Check (Routine),10751.26,11.8,True,5
2098,135,2024-05-14,A-Check (Routine),9636.89,5.2,True,3
2099,164,2023-09-21,A-Check (Routine),8352.04,9.6,True,1
2100,137,2023-11-30,C-Check,294832.99,255.8,False,5
2101,24,2025-11-21,Unscheduled Repair,21388.02,45.3,False,4
2102,85,2025-12-14,A-Check (Routine),6123.01,12.0,False,7
2103,91,2024-08-13,A-Check (Routine),6360.27,8.8,True,3
2104,15,2023-01-07,B-Check,13450.79,25.6,True,6
2105,4,2025-12-27,C-Check,262687.13,133.6,True,5
2106,145,2024-01-27,A-Check (Routine),11600.1,6.2,True,8
2107,8,2024-04-30,Engine Overhaul,769566.32,511.5,True,5
2108,138,2023-12-27,B-Check,19856.23,14.4,True,5
2109,110,2024-06-15,Unscheduled Repair,61323.48,38.7,False,4
2110,70,2023-11-06,C-Check,163366.39,291.0,True,8
2111,41,2023-02-18,C-Check,218639.23,271.0,True,3
2112,141,2023-12-13,Unscheduled Repair,82950.58,44.5,True,3
2113,124,2024-05-20,B-Check,29238.15,13.6,True,4
2114,99,2025-07-05,B-Check,33568.82,12.1,True,6
2115,33,2024-03-24,A-Check (Routine),6894.02,5.6,True,7
